use_case,window,data_size,algorithm,max_date,min_date,x_train_size,y_train_size,x_test_size,y_test_size,time_train,time_test,Mean absolute error,R2 
W730P100.0,730,100.0,Stacking Regressor,2015/07/31,2013/08/01,624664,624664,156166,156166,140.8531222003512,0.5737846996635199,348.5856496792341,0.9796262204069579
W730P90.0,730,90.0,Linear Regression,2015/07/31,2013/08/01,562197,562197,140550,140550,4.684045200236142,0.1025280999019742,957.5437341648234,0.8665714041290558
W730P90.0,730,90.0,Decision Tree Regressor,2015/07/31,2013/08/01,562197,562197,140550,140550,30.089458299800754,0.11005750019103289,688.6994023047996,0.9271157791808964
W730P90.0,730,90.0,Lasso,2015/07/31,2013/08/01,562197,562197,140550,140550,4.587762100156397,0.1426411997526884,957.6701588842908,0.8665716003579524
W730P90.0,730,90.0,Random Forest Regressor,2015/07/31,2013/08/01,562197,562197,140550,140550,220.095422799699,0.8675009999424219,469.4784386339381,0.9628389786640464
W730P90.0,730,90.0,Stacking Regressor,2015/07/31,2013/08/01,562197,562197,140550,140550,119.64780479995534,0.4459228999912739,353.1759105829976,0.9787241769914138
W730P75.0,730,75.0,Linear Regression,2015/07/31,2013/08/01,468497,468497,117125,117125,3.360033600125462,0.08889469970017672,964.1446353332594,0.8656069099975807
W730P75.0,730,75.0,Decision Tree Regressor,2015/07/31,2013/08/01,468497,468497,117125,117125,22.0603416999802,0.08659370010718703,700.5841744675706,0.925099074889677
W730P75.0,730,75.0,Lasso,2015/07/31,2013/08/01,468497,468497,117125,117125,3.634656799957156,0.12537179980427027,964.2560204829553,0.8656105188341143
W730P75.0,730,75.0,Random Forest Regressor,2015/07/31,2013/08/01,468497,468497,117125,117125,172.7150421999395,0.8068629000335932,489.48370330843125,0.9607171298677499
W730P75.0,730,75.0,Stacking Regressor,2015/07/31,2013/08/01,468497,468497,117125,117125,98.77733970014378,0.2978350003249943,362.1444988929898,0.9782177873364152
W730P50.0,730,50.0,Linear Regression,2015/07/31,2013/08/01,312332,312332,78083,78083,2.1250732000917196,0.05820599989965558,956.0815511773463,0.8668541926392852
W730P50.0,730,50.0,Decision Tree Regressor,2015/07/31,2013/08/01,312332,312332,78083,78083,12.398085199762136,0.05747520038858056,715.2834073549909,0.9208612647759138
W730P50.0,730,50.0,Lasso,2015/07/31,2013/08/01,312332,312332,78083,78083,2.1418615002185106,0.061686799861490726,956.2075062977366,0.8668658001429024
W730P50.0,730,50.0,Random Forest Regressor,2015/07/31,2013/08/01,312332,312332,78083,78083,89.09508600039408,0.42938439967110753,520.7905541905042,0.955902155653457
W730P50.0,730,50.0,Stacking Regressor,2015/07/31,2013/08/01,312332,312332,78083,78083,56.56624699989334,0.18236060021445155,381.9502518874531,0.97516834893733
W730P25.0,730,25.0,Linear Regression,2015/07/31,2013/08/01,156166,156166,39042,39042,0.9551564999856055,0.025758900213986635,965.5777063712884,0.8641076777880086
W730P25.0,730,25.0,Decision Tree Regressor,2015/07/31,2013/08/01,156166,156166,39042,39042,5.704357299953699,0.028640199918299913,769.3972905059776,0.9066110587878016
W730P25.0,730,25.0,Lasso,2015/07/31,2013/08/01,156166,156166,39042,39042,0.8933315998874605,0.025448199827224016,965.6802768393455,0.8641112510478562
W730P25.0,730,25.0,Random Forest Regressor,2015/07/31,2013/08/01,156166,156166,39042,39042,39.527152500115335,0.12992559978738427,604.5550612161261,0.9416692771650412
W730P25.0,730,25.0,Stacking Regressor,2015/07/31,2013/08/01,156166,156166,39042,39042,27.18067970033735,0.07541910000145435,430.3811500642718,0.9675374397509378
W730P10.0,730,10.0,Linear Regression,2015/07/31,2013/08/01,62466,62466,15617,15617,0.3967176997102797,0.015000300016254187,969.4475002673621,0.8650633544563255
W730P10.0,730,10.0,Decision Tree Regressor,2015/07/31,2013/08/01,62466,62466,15617,15617,1.9417618997395039,0.012692200019955635,850.2498909490606,0.887845314604698
W730P10.0,730,10.0,Lasso,2015/07/31,2013/08/01,62466,62466,15617,15617,0.3174487999640405,0.011451200116425753,969.7354164965959,0.8650683187478903
W730P10.0,730,10.0,Random Forest Regressor,2015/07/31,2013/08/01,62466,62466,15617,15617,14.179504099767655,0.044352700002491474,683.2527710187616,0.9285652704297935
W730P10.0,730,10.0,Stacking Regressor,2015/07/31,2013/08/01,62466,62466,15617,15617,10.394474799744785,0.0300976000726223,519.9392915414129,0.9560958949045667
W730P5.0,730,5.0,Linear Regression,2015/07/31,2013/08/01,31233,31233,7809,7809,0.17263319995254278,0.008045100141316652,950.24576470351,0.8713860742771262
W730P5.0,730,5.0,Decision Tree Regressor,2015/07/31,2013/08/01,31233,31233,7809,7809,1.039829600136727,0.00949550000950694,956.9118566787301,0.8612275560099322
W730P5.0,730,5.0,Lasso,2015/07/31,2013/08/01,31233,31233,7809,7809,0.17058950010687113,0.007655499968677759,950.5471906067501,0.8713397281033511
W730P5.0,730,5.0,Random Forest Regressor,2015/07/31,2013/08/01,31233,31233,7809,7809,6.194546899758279,0.024980100337415934,744.0648354462799,0.9149884304321323
W730P5.0,730,5.0,Stacking Regressor,2015/07/31,2013/08/01,31233,31233,7809,7809,5.3064045002684,0.01612470019608736,586.8087604569735,0.9457064904226321
W730P1.0,730,1.0,Linear Regression,2015/07/31,2013/08/01,6246,6246,1562,1562,0.04025120008736849,0.003582799807190895,993.9220052787513,0.8417284966823775
W730P1.0,730,1.0,Decision Tree Regressor,2015/07/31,2013/08/01,6246,6246,1562,1562,0.1371733001433313,0.0035924999974668026,1187.5927442909103,0.7957012546216695
W730P1.0,730,1.0,Lasso,2015/07/31,2013/08/01,6246,6246,1562,1562,0.03859419981017709,0.0034932997077703476,993.9102779956249,0.841895343778468
W730P1.0,730,1.0,Random Forest Regressor,2015/07/31,2013/08/01,6246,6246,1562,1562,0.7945284000597894,0.007280800025910139,897.4891165172855,0.8803394597753174
W730P1.0,730,1.0,Stacking Regressor,2015/07/31,2013/08/01,6246,6246,1562,1562,0.9873567000031471,0.0069679999724030495,750.8144115000276,0.9155783181826559
W1095P100.0,1095,100.0,Linear Regression,2015/07/31,2013/01/01,813767,813767,203442,203442,6.3258984996937215,0.14846689999103546,948.2519944666337,0.8676036259047916
W1095P100.0,1095,100.0,Decision Tree Regressor,2015/07/31,2013/01/01,813767,813767,203442,203442,36.271389700006694,0.13449269998818636,713.8363137356114,0.9206029030499802
W1095P100.0,1095,100.0,Lasso,2015/07/31,2013/01/01,813767,813767,203442,203442,5.222785400226712,0.12067109998315573,948.4990013806784,0.8676033233156651
W1095P100.0,1095,100.0,Random Forest Regressor,2015/07/31,2013/01/01,813767,813767,203442,203442,312.1749180997722,1.1776442998088896,482.450726906604,0.9600350735930492
W1095P100.0,1095,100.0,Stacking Regressor,2015/07/31,2013/01/01,813767,813767,203442,203442,195.6870780000463,0.7395293996669352,333.6985831018823,0.981187805600483
W1095P90.0,1095,90.0,Linear Regression,2015/07/31,2013/01/01,732390,732390,183098,183098,6.368374400306493,0.12993399985134602,950.5133435176547,0.8664743164922163
W1095P90.0,1095,90.0,Decision Tree Regressor,2015/07/31,2013/01/01,732390,732390,183098,183098,34.79296089988202,0.12263289978727698,722.2737831336905,0.9190411758735753
W1095P90.0,1095,90.0,Lasso,2015/07/31,2013/01/01,732390,732390,183098,183098,5.886396800167859,0.1394842998124659,950.7630349414278,0.8664718902459475
W1095P90.0,1095,90.0,Random Forest Regressor,2015/07/31,2013/01/01,732390,732390,183098,183098,301.0109942997806,1.060120599810034,495.7855546392277,0.9580317666391138
W1095P90.0,1095,90.0,Stacking Regressor,2015/07/31,2013/01/01,732390,732390,183098,183098,161.4203838002868,0.5598440002650023,337.62150518562066,0.9809416019478019
W1095P75.0,1095,75.0,Linear Regression,2015/07/31,2013/01/01,610325,610325,152582,152582,4.718855599872768,0.09714940004050732,947.1390834841632,0.8687117597298859
W1095P75.0,1095,75.0,Decision Tree Regressor,2015/07/31,2013/01/01,610325,610325,152582,152582,28.775187300052494,0.11563949985429645,727.4147714379259,0.9173514658132753
W1095P75.0,1095,75.0,Lasso,2015/07/31,2013/01/01,610325,610325,152582,152582,4.298458700068295,0.10043370025232434,947.3712356197095,0.8687067227074081
W1095P75.0,1095,75.0,Random Forest Regressor,2015/07/31,2013/01/01,610325,610325,152582,152582,225.77430259995162,0.8955255998298526,506.41093914529023,0.9564751943171498
W1095P75.0,1095,75.0,Stacking Regressor,2015/07/31,2013/01/01,610325,610325,152582,152582,137.35277430014685,0.5677609997801483,345.30283248586755,0.9793514261619806
W1095P50.0,1095,50.0,Linear Regression,2015/07/31,2013/01/01,406883,406883,101721,101721,3.2414122000336647,0.07797219976782799,952.5474043534568,0.8650170690889547
W1095P50.0,1095,50.0,Decision Tree Regressor,2015/07/31,2013/01/01,406883,406883,101721,101721,18.62916749995202,0.11175129981711507,743.3151393493845,0.9113819596218391
W1095P50.0,1095,50.0,Lasso,2015/07/31,2013/01/01,406883,406883,101721,101721,3.3305265000090003,0.07810150040313601,952.7455125804373,0.8650235639030991
W1095P50.0,1095,50.0,Random Forest Regressor,2015/07/31,2013/01/01,406883,406883,101721,101721,143.13718689978123,0.5011893999762833,544.510241084273,0.949707345502934
W1095P50.0,1095,50.0,Stacking Regressor,2015/07/31,2013/01/01,406883,406883,101721,101721,79.51590120000765,0.2535713999532163,366.3794548670076,0.9760187310842332
W1095P25.0,1095,25.0,Linear Regression,2015/07/31,2013/01/01,203441,203441,50861,50861,1.3630185001529753,0.038005500100553036,947.2574871552804,0.8665471699735365
W1095P25.0,1095,25.0,Decision Tree Regressor,2015/07/31,2013/01/01,203441,203441,50861,50861,7.52042100019753,0.03955109976232052,780.1350976809541,0.9035215088771708
W1095P25.0,1095,25.0,Lasso,2015/07/31,2013/01/01,203441,203441,50861,50861,1.2919298997148871,0.03772979974746704,947.4740527256008,0.8665500251675311
W1095P25.0,1095,25.0,Random Forest Regressor,2015/07/31,2013/01/01,203441,203441,50861,50861,61.97895759996027,0.18620970007032156,608.1312695385462,0.9393431411576102
W1095P25.0,1095,25.0,Stacking Regressor,2015/07/31,2013/01/01,203441,203441,50861,50861,37.33815150009468,0.11723800003528595,402.41338322702455,0.9720755717516696
W1095P10.0,1095,10.0,Linear Regression,2015/07/31,2013/01/01,81376,81376,20345,20345,0.5187539998441935,0.01787749957293272,961.4289433490405,0.8617132466083088
W1095P10.0,1095,10.0,Decision Tree Regressor,2015/07/31,2013/01/01,81376,81376,20345,20345,2.9790051002055407,0.017935199663043022,858.0133004131196,0.8848256624463325
W1095P10.0,1095,10.0,Lasso,2015/07/31,2013/01/01,81376,81376,20345,20345,0.6628475999459624,0.01891430001705885,961.6788217009214,0.861709297463233
W1095P10.0,1095,10.0,Random Forest Regressor,2015/07/31,2013/01/01,81376,81376,20345,20345,19.15737960021943,0.05913359997794032,696.7676087490784,0.9236921201510957
W1095P10.0,1095,10.0,Stacking Regressor,2015/07/31,2013/01/01,81376,81376,20345,20345,14.088279400020838,0.03722679987549782,486.46577135028826,0.960365801445112
W1095P5.0,1095,5.0,Linear Regression,2015/07/31,2013/01/01,40688,40688,10172,10172,0.22157270042225718,0.008198299910873175,951.4279915753381,0.8642877669460659
W1095P5.0,1095,5.0,Decision Tree Regressor,2015/07/31,2013/01/01,40688,40688,10172,10172,1.1368572004139423,0.007948599755764008,928.4459894718996,0.864832231096945
W1095P5.0,1095,5.0,Lasso,2015/07/31,2013/01/01,40688,40688,10172,10172,0.2173390001989901,0.009213600307703018,951.691480832931,0.864294954227318
W1095P5.0,1095,5.0,Random Forest Regressor,2015/07/31,2013/01/01,40688,40688,10172,10172,8.529503299854696,0.029675799887627363,739.7593393629571,0.9135910147993144
W1095P5.0,1095,5.0,Stacking Regressor,2015/07/31,2013/01/01,40688,40688,10172,10172,7.142697600182146,0.01905549969524145,563.0985608399848,0.949603805491601
W1095P1.0,1095,1.0,Linear Regression,2015/07/31,2013/01/01,8137,8137,2035,2035,0.049553800374269485,0.0034154001623392105,969.6847179545668,0.8636680915544122
W1095P1.0,1095,1.0,Decision Tree Regressor,2015/07/31,2013/01/01,8137,8137,2035,2035,0.2519542002119124,0.005792700219899416,1106.5182063624752,0.8188342817452733
W1095P1.0,1095,1.0,Lasso,2015/07/31,2013/01/01,8137,8137,2035,2035,0.06942349998280406,0.004886900074779987,970.0066405998128,0.8636565692063769
W1095P1.0,1095,1.0,Random Forest Regressor,2015/07/31,2013/01/01,8137,8137,2035,2035,1.4247130998410285,0.007319099735468626,886.7097788697788,0.8810211313826533
W1095P1.0,1095,1.0,Stacking Regressor,2015/07/31,2013/01/01,8137,8137,2035,2035,1.4268359001725912,0.00957689993083477,704.9835152493248,0.9253900890138376
